#cups;fecha;hora;kwh
ES0031105511811032KD2N;19/07/2024;5;0.819
ES0022105511819019MK3F;19/07/2024;6;1.013
ES0031105511819012LM0G;19/07/2024;6;0.096
ES0031105511819013KF1L;19/07/2024;6;1.013
ES0031105511811032KD2N;19/07/2024;6;1.257
ES0022105511819019MK3F;19/07/2024;7;0.281
ES0031105511819012LM0G;19/07/2024;7;0.094
ES0031105511819013KF1L;19/07/2024;7;0.281
ES0031105511811032KD2N;19/07/2024;7;0.98
ES0022105511819019MK3F;19/07/2024;8;0.399
ES0031105511819012LM0G;19/07/2024;8;0.077
ES0031105511819013KF1L;19/07/2024;8;0.399
ES0031105511811032KD2N;19/07/2024;8;0.568
ES0022105511819019MK3F;19/07/2024;9;0.495
ES0031105511819012LM0G;19/07/2024;9;0.097
ES0031105511819013KF1L;19/07/2024;9;0.495
ES0031105511811032KD2N;19/07/2024;9;1.153
ES0022105511819019MK3F;19/07/2024;10;0.336
ES0031105511819012LM0G;19/07/2024;10;0.095
ES0031105511819013KF1L;19/07/2024;10;0.336
ES0031105511811032KD2N;19/07/2024;10;1.289
ES0022105511819019MK3F;19/07/2024;11;0.235
ES0031105511819012LM0G;19/07/2024;11;0.081
ES0031105511819013KF1L;19/07/2024;11;0.235
ES0031105511811032KD2N;19/07/2024;11;0.824
ES0022105511819019MK3F;19/07/2024;12;0.098
ES0031105511819012LM0G;19/07/2024;12;0.089
ES0031105511819013KF1L;19/07/2024;12;0.098
ES0031105511811032KD2N;19/07/2024;12;0.811
ES0022105511819019MK3F;19/07/2024;13;0.72
ES0031105511819012LM0G;19/07/2024;13;0.103
ES0031105511819013KF1L;19/07/2024;13;0.72
ES0031105511811032KD2N;19/07/2024;13;1.096
ES0022105511819019MK3F;19/07/2024;14;0.36
ES0031105511819012LM0G;19/07/2024;14;0.08
ES0031105511819013KF1L;19/07/2024;14;0.36
ES0031105511811032KD2N;19/07/2024;14;0.476
ES0022105511819019MK3F;19/07/2024;15;0.88
ES0031105511819012LM0G;19/07/2024;15;0.084
ES0031105511819013KF1L;19/07/2024;15;0.88
ES0031105511811032KD2N;19/07/2024;15;1.569
ES0022105511819019MK3F;19/07/2024;16;0.881
ES0031105511819012LM0G;19/07/2024;16;0.105
ES0031105511819013KF1L;19/07/2024;16;0.881
ES0031105511811032KD2N;19/07/2024;16;1.469
ES0022105511819019MK3F;19/07/2024;17;0.547
ES0031105511819012LM0G;19/07/2024;17;0.085
ES0031105511819013KF1L;19/07/2024;17;0.547
ES0031105511811032KD2N;19/07/2024;17;1.301
ES0022105511819019MK3F;19/07/2024;18;0.577
ES0031105511819012LM0G;19/07/2024;18;0.077
ES0031105511819013KF1L;19/07/2024;18;0.577
ES0031105511811032KD2N;19/07/2024;18;0.794
ES0022105511819019MK3F;19/07/2024;19;0.986
ES0031105511819012LM0G;19/07/2024;19;0.091
ES0031105511819013KF1L;19/07/2024;19;0.986
ES0031105511811032KD2N;19/07/2024;19;1.574
ES0022105511819019MK3F;19/07/2024;20;0.522
ES0031105511819012LM0G;19/07/2024;20;0.101
ES0031105511819013KF1L;19/07/2024;20;0.522
ES0031105511811032KD2N;19/07/2024;20;0.891
ES0022105511819019MK3F;19/07/2024;21;0.661
ES0031105511819012LM0G;19/07/2024;21;0.078
ES0031105511819013KF1L;19/07/2024;21;0.661
ES0031105511811032KD2N;19/07/2024;21;1.187
ES0022105511819019MK3F;19/07/2024;22;0.595
ES0031105511819012LM0G;19/07/2024;22;0.087
ES0031105511819013KF1L;19/07/2024;22;0.595
ES0031105511811032KD2N;19/07/2024;22;1.575
ES0022105511819019MK3F;19/07/2024;23;0.352
ES0031105511819012LM0G;19/07/2024;23;0.104
ES0031105511819013KF1L;19/07/2024;23;0.352
ES0031105511811032KD2N;19/07/2024;23;1.181
ES0022105511819019MK3F;19/07/2024;24;0.65
ES0031105511819012LM0G;19/07/2024;24;0.08
ES0031105511819013KF1L;19/07/2024;24;0.65
ES0031105511811032KD2N;19/07/2024;24;0.964
ES0022105511819019MK3F;20/07/2024;1;0.279
ES0031105511819012LM0G;20/07/2024;1;0.082
ES0031105511819013KF1L;20/07/2024;1;0.279
ES0031105511811032KD2N;20/07/2024;1;0.508
ES0022105511819019MK3F;20/07/2024;2;0.699
ES0031105511819012LM0G;20/07/2024;2;0.105
ES0031105511819013KF1L;20/07/2024;2;0.699
ES0031105511811032KD2N;20/07/2024;2;1.499
ES0022105511819019MK3F;20/07/2024;3;0.177
ES0031105511819012LM0G;20/07/2024;3;0.083
ES0031105511819013KF1L;20/07/2024;3;0.177
ES0031105511811032KD2N;20/07/2024;3;1.092
ES0022105511819019MK3F;20/07/2024;4;0.638
ES0031105511819012LM0G;20/07/2024;4;0.079
ES0031105511819013KF1L;20/07/2024;4;0.638
ES0031105511811032KD2N;20/07/2024;4;0.799
ES0022105511819019MK3F;20/07/2024;5;0.687
ES0031105511819012LM0G;20/07/2024;5;0.098
ES0031105511819013KF1L;20/07/2024;5;0.687
ES0031105511811032KD2N;20/07/2024;5;1.339
ES0022105511819019MK3F;20/07/2024;6;0.885
ES0031105511819012LM0G;20/07/2024;6;0.091
ES0031105511819013KF1L;20/07/2024;6;0.885
ES0031105511811032KD2N;20/07/2024;6;1.234
ES0022105511819019MK3F;20/07/2024;7;0.699
ES0031105511819012LM0G;20/07/2024;7;0.078
ES0031105511819013KF1L;20/07/2024;7;0.699
ES0031105511811032KD2N;20/07/2024;7;0.812
ES0022105511819019MK3F;20/07/2024;8;0.52
ES0031105511819012LM0G;20/07/2024;8;0.091
ES0031105511819013KF1L;20/07/2024;8;0.52
ES0031105511811032KD2N;20/07/2024;8;1.424
ES0022105511819019MK3F;20/07/2024;9;0.647
ES0031105511819012LM0G;20/07/2024;9;0.099
ES0031105511819013KF1L;20/07/2024;9;0.647
ES0031105511811032KD2N;20/07/2024;9;0.894
ES0022105511819019MK3F;20/07/2024;10;0.733
ES0031105511819012LM0G;20/07/2024;10;0.077
ES0031105511819013KF1L;20/07/2024;10;0.733
ES0031105511811032KD2N;20/07/2024;10;1.132
ES0022105511819019MK3F;20/07/2024;11;0.357
ES0031105511819012LM0G;20/07/2024;11;0.084
ES0031105511819013KF1L;20/07/2024;11;0.357
ES0031105511811032KD2N;20/07/2024;11;0.692
ES0022105511819019MK3F;20/07/2024;12;0.904
ES0031105511819012LM0G;20/07/2024;12;0.102
ES0031105511819013KF1L;20/07/2024;12;0.904
ES0031105511811032KD2N;20/07/2024;12;1.592
ES0022105511819019MK3F;20/07/2024;13;0.371
ES0031105511819012LM0G;20/07/2024;13;0.08
ES0031105511819013KF1L;20/07/2024;13;0.371
ES0031105511811032KD2N;20/07/2024;13;0.552
ES0022105511819019MK3F;20/07/2024;14;0.523
ES0031105511819012LM0G;20/07/2024;14;0.081
ES0031105511819013KF1L;20/07/2024;14;0.523
ES0031105511811032KD2N;20/07/2024;14;1.301
ES0022105511819019MK3F;20/07/2024;15;0.79
ES0031105511819012LM0G;20/07/2024;15;0.102
ES0031105511819013KF1L;20/07/2024;15;0.79
ES0031105511811032KD2N;20/07/2024;15;1.182
ES0022105511819019MK3F;20/07/2024;16;0.747
ES0031105511819012LM0G;20/07/2024;16;0.086
ES0031105511819013KF1L;20/07/2024;16;0.747
ES0031105511811032KD2N;20/07/2024;16;0.841
ES0022105511819019MK3F;20/07/2024;17;0.221
ES0031105511819012LM0G;20/07/2024;17;0.081
ES0031105511819013KF1L;20/07/2024;17;0.221
ES0031105511811032KD2N;20/07/2024;17;1.081
ES0022105511819019MK3F;20/07/2024;18;0.216
ES0031105511819012LM0G;20/07/2024;18;0.102
ES0031105511819013KF1L;20/07/2024;18;0.216
ES0031105511811032KD2N;20/07/2024;18;0.734
ES0022105511819019MK3F;20/07/2024;19;0.438
ES0031105511819012LM0G;20/07/2024;19;0.09
ES0031105511819013KF1L;20/07/2024;19;0.438
ES0031105511811032KD2N;20/07/2024;19;0.928
ES0022105511819019MK3F;20/07/2024;20;0.471
ES0031105511819012LM0G;20/07/2024;20;0.08
ES0031105511819013KF1L;20/07/2024;20;0.471
ES0031105511811032KD2N;20/07/2024;20;0.781
ES0022105511819019MK3F;20/07/2024;21;0.467
ES0031105511819012LM0G;20/07/2024;21;0.278
ES0031105511819013KF1L;20/07/2024;21;0.467
ES0031105511811032KD2N;20/07/2024;21;1.372
ES0022105511819019MK3F;20/07/2024;22;1.312
ES0031105511819012LM0G;20/07/2024;22;0.362
ES0031105511819013KF1L;20/07/2024;22;1.312
ES0031105511811032KD2N;20/07/2024;22;1.467
ES0022105511819019MK3F;20/07/2024;23;0.198
ES0031105511819012LM0G;20/07/2024;23;0.079
ES0031105511819013KF1L;20/07/2024;23;0.198
ES0031105511811032KD2N;20/07/2024;23;0.726
ES0022105511819019MK3F;20/07/2024;24;0.605
ES0031105511819012LM0G;20/07/2024;24;0.088
ES0031105511819013KF1L;20/07/2024;24;0.605
ES0031105511811032KD2N;20/07/2024;24;1.382
ES0022105511819019MK3F;21/07/2024;1;0.529
ES0031105511819012LM0G;21/07/2024;1;0.104
ES0031105511819013KF1L;21/07/2024;1;0.529
ES0031105511811032KD2N;21/07/2024;1;1.282
ES0022105511819019MK3F;21/07/2024;2;0.272
ES0031105511819012LM0G;21/07/2024;2;0.08
ES0031105511819013KF1L;21/07/2024;2;0.272
ES0031105511811032KD2N;21/07/2024;2;1.022
ES0022105511819019MK3F;21/07/2024;3;1.074
ES0031105511819012LM0G;21/07/2024;3;0.081
ES0031105511819013KF1L;21/07/2024;3;1.074
ES0031105511811032KD2N;21/07/2024;3;1.124
ES0022105511819019MK3F;21/07/2024;4;0.89
ES0031105511819012LM0G;21/07/2024;4;0.104
ES0031105511819013KF1L;21/07/2024;4;0.89
ES0031105511811032KD2N;21/07/2024;4;1.808
ES0022105511819019MK3F;21/07/2024;5;1.073
ES0031105511819012LM0G;21/07/2024;5;0.088
ES0031105511819013KF1L;21/07/2024;5;1.073
ES0031105511811032KD2N;21/07/2024;5;2.027
ES0022105511819019MK3F;21/07/2024;6;0.942
ES0031105511819012LM0G;21/07/2024;6;0.08
ES0031105511819013KF1L;21/07/2024;6;0.942
ES0031105511811032KD2N;21/07/2024;6;1.265
ES0022105511819019MK3F;21/07/2024;7;1.064
ES0031105511819012LM0G;21/07/2024;7;0.093
ES0031105511819013KF1L;21/07/2024;7;1.064
ES0031105511811032KD2N;21/07/2024;7;1.196
ES0022105511819019MK3F;21/07/2024;8;0.951
ES0031105511819012LM0G;21/07/2024;8;0.098
ES0031105511819013KF1L;21/07/2024;8;0.951
ES0031105511811032KD2N;21/07/2024;8;1.01
ES0022105511819019MK3F;21/07/2024;9;0.745
ES0031105511819012LM0G;21/07/2024;9;0.078
ES0031105511819013KF1L;21/07/2024;9;0.745
ES0031105511811032KD2N;21/07/2024;9;1.498
ES0022105511819019MK3F;21/07/2024;10;0.936
ES0031105511819012LM0G;21/07/2024;10;0.086
ES0031105511819013KF1L;21/07/2024;10;0.936
ES0031105511811032KD2N;21/07/2024;10;1.653
ES0022105511819019MK3F;21/07/2024;11;0.47
ES0031105511819012LM0G;21/07/2024;11;0.103
ES0031105511819013KF1L;21/07/2024;11;0.47
ES0031105511811032KD2N;21/07/2024;11;0.474
ES0022105511819019MK3F;21/07/2024;12;0.844
ES0031105511819012LM0G;21/07/2024;12;0.078
ES0031105511819013KF1L;21/07/2024;12;0.844
ES0031105511811032KD2N;21/07/2024;12;1.791
ES0022105511819019MK3F;21/07/2024;13;0.99
ES0031105511819012LM0G;21/07/2024;13;0.081
ES0031105511819013KF1L;21/07/2024;13;0.99
ES0031105511811032KD2N;21/07/2024;13;1.692
ES0022105511819019MK3F;21/07/2024;14;0.916
ES0031105511819012LM0G;21/07/2024;14;0.104
ES0031105511819013KF1L;21/07/2024;14;0.916
ES0031105511811032KD2N;21/07/2024;14;1.092
ES0022105511819019MK3F;21/07/2024;15;0.499
ES0031105511819012LM0G;21/07/2024;15;0.087
ES0031105511819013KF1L;21/07/2024;15;0.499
ES0031105511811032KD2N;21/07/2024;15;1.176
ES0022105511819019MK3F;21/07/2024;16;0.383
ES0031105511819012LM0G;21/07/2024;16;0.08
ES0031105511819013KF1L;21/07/2024;16;0.383
ES0031105511811032KD2N;21/07/2024;16;0.826
ES0022105511819019MK3F;21/07/2024;17;0.377
ES0031105511819012LM0G;21/07/2024;17;0.1
ES0031105511819013KF1L;21/07/2024;17;0.377
ES0031105511811032KD2N;21/07/2024;17;0.878
ES0022105511819019MK3F;21/07/2024;18;0.988
ES0031105511819012LM0G;21/07/2024;18;0.094
ES0031105511819013KF1L;21/07/2024;18;0.988
ES0031105511811032KD2N;21/07/2024;18;1.368
ES0022105511819019MK3F;21/07/2024;19;0.908
ES0031105511819012LM0G;21/07/2024;19;0.081
ES0031105511819013KF1L;21/07/2024;19;0.908
ES0031105511811032KD2N;21/07/2024;19;1.055
ES0022105511819019MK3F;21/07/2024;20;0.403
ES0031105511819012LM0G;21/07/2024;20;0.09
ES0031105511819013KF1L;21/07/2024;20;0.403
ES0031105511811032KD2N;21/07/2024;20;0.417
ES0022105511819019MK3F;21/07/2024;21;0.323
ES0031105511819012LM0G;21/07/2024;21;0.104
ES0031105511819013KF1L;21/07/2024;21;0.323
ES0031105511811032KD2N;21/07/2024;21;0.65
ES0022105511819019MK3F;21/07/2024;22;0.311
ES0031105511819012LM0G;21/07/2024;22;0.079
ES0031105511819013KF1L;21/07/2024;22;0.311
ES0031105511811032KD2N;21/07/2024;22;0.584
ES0022105511819019MK3F;21/07/2024;23;0.614
ES0031105511819012LM0G;21/07/2024;23;0.085
ES0031105511819013KF1L;21/07/2024;23;0.614
ES0031105511811032KD2N;21/07/2024;23;0.77
ES0022105511819019MK3F;21/07/2024;24;0.763
ES0031105511819012LM0G;21/07/2024;24;0.105
ES0031105511819013KF1L;21/07/2024;24;0.763
ES0031105511811032KD2N;21/07/2024;24;0.909
ES0022105511819019MK3F;22/07/2024;1;0.884
ES0031105511819012LM0G;22/07/2024;1;0.084
ES0031105511819013KF1L;22/07/2024;1;0.884
ES0031105511811032KD2N;22/07/2024;1;1.122
ES0022105511819019MK3F;22/07/2024;2;0.11
ES0031105511819012LM0G;22/07/2024;2;0.081
ES0031105511819013KF1L;22/07/2024;2;0.11
ES0031105511811032KD2N;22/07/2024;2;0.354
ES0022105511819019MK3F;22/07/2024;3;0.674
ES0031105511819012LM0G;22/07/2024;3;0.103
ES0031105511819013KF1L;22/07/2024;3;0.674
ES0031105511811032KD2N;22/07/2024;3;1.598
ES0022105511819019MK3F;22/07/2024;4;0.417
ES0031105511819012LM0G;22/07/2024;4;0.087
ES0031105511819013KF1L;22/07/2024;4;0.417
ES0031105511811032KD2N;22/07/2024;4;0.859
ES0022105511819019MK3F;22/07/2024;5;0.201
ES0031105511819012LM0G;22/07/2024;5;0.081
ES0031105511819013KF1L;22/07/2024;5;0.201
ES0031105511811032KD2N;22/07/2024;5;0.233
ES0022105511819019MK3F;22/07/2024;6;0.375
ES0031105511819012LM0G;22/07/2024;6;0.097
ES0031105511819013KF1L;22/07/2024;6;0.375
ES0031105511811032KD2N;22/07/2024;6;0.587
ES0022105511819019MK3F;22/07/2024;7;0.762
ES0031105511819012LM0G;22/07/2024;7;0.092
ES0031105511819013KF1L;22/07/2024;7;0.762
ES0031105511811032KD2N;22/07/2024;7;1.18
ES0022105511819019MK3F;22/07/2024;8;0.179
ES0031105511819012LM0G;22/07/2024;8;0.079
ES0031105511819013KF1L;22/07/2024;8;0.179
ES0031105511811032KD2N;22/07/2024;8;0.525
ES0022105511819019MK3F;22/07/2024;9;0.34
ES0031105511819012LM0G;22/07/2024;9;0.09
ES0031105511819013KF1L;22/07/2024;9;0.34
ES0031105511811032KD2N;22/07/2024;9;1.239
ES0022105511819019MK3F;22/07/2024;10;0.136
ES0031105511819012LM0G;22/07/2024;10;0.1
ES0031105511819013KF1L;22/07/2024;10;0.136
ES0031105511811032KD2N;22/07/2024;10;0.31
ES0022105511819019MK3F;22/07/2024;11;0.641
ES0031105511819012LM0G;22/07/2024;11;0.077
ES0031105511819013KF1L;22/07/2024;11;0.641
ES0031105511811032KD2N;22/07/2024;11;1.473
ES0022105511819019MK3F;22/07/2024;12;0.801
ES0031105511819012LM0G;22/07/2024;12;0.087
ES0031105511819013KF1L;22/07/2024;12;0.801
ES0031105511811032KD2N;22/07/2024;12;0.945
ES0022105511819019MK3F;22/07/2024;13;0.606
ES0031105511819012LM0G;22/07/2024;13;0.104
ES0031105511819013KF1L;22/07/2024;13;0.606
ES0031105511811032KD2N;22/07/2024;13;1.076
ES0022105511819019MK3F;22/07/2024;14;0.794
ES0031105511819012LM0G;22/07/2024;14;0.079
ES0031105511819013KF1L;22/07/2024;14;0.794
ES0031105511811032KD2N;22/07/2024;14;1.177
ES0022105511819019MK3F;22/07/2024;15;0.539
ES0031105511819012LM0G;22/07/2024;15;0.081
ES0031105511819013KF1L;22/07/2024;15;0.539
ES0031105511811032KD2N;22/07/2024;15;0.966
ES0022105511819019MK3F;22/07/2024;16;0.714
ES0031105511819012LM0G;22/07/2024;16;0.104
ES0031105511819013KF1L;22/07/2024;16;0.714
ES0031105511811032KD2N;22/07/2024;16;0.796
ES0022105511819019MK3F;22/07/2024;17;0.343
ES0031105511819012LM0G;22/07/2024;17;0.086
ES0031105511819013KF1L;22/07/2024;17;0.343
ES0031105511811032KD2N;22/07/2024;17;0.719
ES0022105511819019MK3F;22/07/2024;18;0.97
ES0031105511819012LM0G;22/07/2024;18;0.08
ES0031105511819013KF1L;22/07/2024;18;0.97
ES0031105511811032KD2N;22/07/2024;18;1.495
ES0022105511819019MK3F;22/07/2024;19;0.554
ES0031105511819012LM0G;22/07/2024;19;0.097
ES0031105511819013KF1L;22/07/2024;19;0.554
ES0031105511811032KD2N;22/07/2024;19;0.798
ES0022105511819019MK3F;22/07/2024;20;0.121
ES0031105511819012LM0G;22/07/2024;20;0.095
ES0031105511819013KF1L;22/07/2024;20;0.121
ES0031105511811032KD2N;22/07/2024;20;0.583
ES0022105511819019MK3F;22/07/2024;21;0.599
ES0031105511819012LM0G;22/07/2024;21;0.08
ES0031105511819013KF1L;22/07/2024;21;0.599
ES0031105511811032KD2N;22/07/2024;21;0.723
ES0022105511819019MK3F;22/07/2024;22;0.834
ES0031105511819012LM0G;22/07/2024;22;0.09
ES0031105511819013KF1L;22/07/2024;22;0.834
ES0031105511811032KD2N;22/07/2024;22;1.175
ES0022105511819019MK3F;22/07/2024;23;1.101
ES0031105511819012LM0G;22/07/2024;23;0.102
ES0031105511819013KF1L;22/07/2024;23;1.101
ES0031105511811032KD2N;22/07/2024;23;1.618
ES0022105511819019MK3F;22/07/2024;24;0.759
ES0031105511819012LM0G;22/07/2024;24;0.08
ES0031105511819013KF1L;22/07/2024;24;0.759
ES0031105511811032KD2N;22/07/2024;24;1.732
ES0022105511819019MK3F;23/07/2024;1;0.782
ES0031105511819012LM0G;23/07/2024;1;0.086
ES0031105511819013KF1L;23/07/2024;1;0.782
ES0031105511811032KD2N;23/07/2024;1;0.785
ES0022105511819019MK3F;23/07/2024;2;0.598
ES0031105511819012LM0G;23/07/2024;2;0.105
ES0031105511819013KF1L;23/07/2024;2;0.598
ES0031105511811032KD2N;23/07/2024;2;1.529
ES0022105511819019MK3F;23/07/2024;3;0.42
ES0031105511819012LM0G;23/07/2024;3;0.083
ES0031105511819013KF1L;23/07/2024;3;0.42
ES0031105511811032KD2N;23/07/2024;3;1.115
ES0022105511819019MK3F;23/07/2024;4;0.765
ES0031105511819012LM0G;23/07/2024;4;0.084
ES0031105511819013KF1L;23/07/2024;4;0.765
ES0031105511811032KD2N;23/07/2024;4;1.571
ES0022105511819019MK3F;23/07/2024;5;0.59
ES0031105511819012LM0G;23/07/2024;5;0.101
ES0031105511819013KF1L;23/07/2024;5;0.59
ES0031105511811032KD2N;23/07/2024;5;0.968
ES0022105511819019MK3F;23/07/2024;6;0.391
ES0031105511819012LM0G;23/07/2024;6;0.092
ES0031105511819013KF1L;23/07/2024;6;0.391
ES0031105511811032KD2N;23/07/2024;6;0.594
ES0022105511819019MK3F;23/07/2024;7;1.014
ES0031105511819012LM0G;23/07/2024;7;0.081
ES0031105511819013KF1L;23/07/2024;7;1.014
ES0031105511811032KD2N;23/07/2024;7;1.634
ES0022105511819019MK3F;23/07/2024;8;0.734
ES0031105511819012LM0G;23/07/2024;8;0.133
ES0031105511819013KF1L;23/07/2024;8;0.734
ES0031105511811032KD2N;23/07/2024;8;1.187
ES0022105511819019MK3F;23/07/2024;9;0.566
ES0031105511819012LM0G;23/07/2024;9;0.364
ES0031105511819013KF1L;23/07/2024;9;0.566
ES0031105511811032KD2N;23/07/2024;9;1.302
ES0022105511819019MK3F;23/07/2024;10;0.98
ES0031105511819012LM0G;23/07/2024;10;0.272
ES0031105511819013KF1L;23/07/2024;10;0.98
ES0031105511811032KD2N;23/07/2024;10;1.131
ES0022105511819019MK3F;23/07/2024;11;0.191
ES0031105511819012LM0G;23/07/2024;11;0.091
ES0031105511819013KF1L;23/07/2024;11;0.191
ES0031105511811032KD2N;23/07/2024;11;0.462
ES0022105511819019MK3F;23/07/2024;12;0.501
ES0031105511819012LM0G;23/07/2024;12;0.103
ES0031105511819013KF1L;23/07/2024;12;0.501
ES0031105511811032KD2N;23/07/2024;12;1.322
ES0022105511819019MK3F;23/07/2024;13;0.522
ES0031105511819012LM0G;23/07/2024;13;0.08
ES0031105511819013KF1L;23/07/2024;13;0.522
ES0031105511811032KD2N;23/07/2024;13;1.483
ES0022105511819019MK3F;23/07/2024;14;0.411
ES0031105511819012LM0G;23/07/2024;14;0.087
ES0031105511819013KF1L;23/07/2024;14;0.411
ES0031105511811032KD2N;23/07/2024;14;1.391
ES0022105511819019MK3F;23/07/2024;15;0.137
ES0031105511819012LM0G;23/07/2024;15;0.106
ES0031105511819013KF1L;23/07/2024;15;0.137
ES0031105511811032KD2N;23/07/2024;15;0.65
ES0022105511819019MK3F;23/07/2024;16;0.245
ES0031105511819012LM0G;23/07/2024;16;0.081
ES0031105511819013KF1L;23/07/2024;16;0.245
ES0031105511811032KD2N;23/07/2024;16;0.699
ES0022105511819019MK3F;23/07/2024;17;0.422
ES0031105511819012LM0G;23/07/2024;17;0.084
ES0031105511819013KF1L;23/07/2024;17;0.422
ES0031105511811032KD2N;23/07/2024;17;1.128
ES0022105511819019MK3F;23/07/2024;18;0.433
ES0031105511819012LM0G;23/07/2024;18;0.106
ES0031105511819013KF1L;23/07/2024;18;0.433
ES0031105511811032KD2N;23/07/2024;18;0.617
ES0022105511819019MK3F;23/07/2024;19;0.167
ES0031105511819012LM0G;23/07/2024;19;0.087
ES0031105511819013KF1L;23/07/2024;19;0.167
ES0031105511811032KD2N;23/07/2024;19;0.736
ES0022105511819019MK3F;23/07/2024;20;1.003
ES0031105511819012LM0G;23/07/2024;20;0.082
ES0031105511819013KF1L;23/07/2024;20;1.003
ES0031105511811032KD2N;23/07/2024;20;1.144
ES0022105511819019MK3F;23/07/2024;21;0.27
ES0031105511819012LM0G;23/07/2024;21;0.1
ES0031105511819013KF1L;23/07/2024;21;0.27
ES0031105511811032KD2N;23/07/2024;21;1.256
ES0022105511819019MK3F;23/07/2024;22;0.505
ES0031105511819012LM0G;23/07/2024;22;0.094
ES0031105511819013KF1L;23/07/2024;22;0.505
ES0031105511811032KD2N;23/07/2024;22;1.102
ES0022105511819019MK3F;23/07/2024;23;0.865
ES0031105511819012LM0G;23/07/2024;23;0.081
ES0031105511819013KF1L;23/07/2024;23;0.865
ES0031105511811032KD2N;23/07/2024;23;1.386
ES0022105511819019MK3F;23/07/2024;24;0.43
ES0031105511819012LM0G;23/07/2024;24;0.097
ES0031105511819013KF1L;23/07/2024;24;0.43
ES0031105511811032KD2N;23/07/2024;24;0.883
ES0022105511819019MK3F;24/07/2024;1;0.823
ES0031105511819012LM0G;24/07/2024;1;0.1
ES0031105511819013KF1L;24/07/2024;1;0.823
ES0031105511811032KD2N;24/07/2024;1;1.271
ES0022105511819019MK3F;24/07/2024;2;0.471
ES0031105511819012LM0G;24/07/2024;2;0.082
ES0031105511819013KF1L;24/07/2024;2;0.471
ES0031105511811032KD2N;24/07/2024;2;1.416
ES0022105511819019MK3F;24/07/2024;3;0.526
ES0031105511819012LM0G;24/07/2024;3;0.091
ES0031105511819013KF1L;24/07/2024;3;0.526
ES0031105511811032KD2N;24/07/2024;3;1.401
ES0022105511819019MK3F;24/07/2024;4;0.604
ES0031105511819012LM0G;24/07/2024;4;0.105
ES0031105511819013KF1L;24/07/2024;4;0.604
ES0031105511811032KD2N;24/07/2024;4;1.281
ES0022105511819019MK3F;24/07/2024;5;0.906
ES0031105511819012LM0G;24/07/2024;5;0.081
ES0031105511819013KF1L;24/07/2024;5;0.906
ES0031105511811032KD2N;24/07/2024;5;1.137
ES0022105511819019MK3F;24/07/2024;6;1.04
ES0031105511819012LM0G;24/07/2024;6;0.086
ES0031105511819013KF1L;24/07/2024;6;1.04
ES0031105511811032KD2N;24/07/2024;6;1.926
ES0022105511819019MK3F;24/07/2024;7;0.312
ES0031105511819012LM0G;24/07/2024;7;0.108
ES0031105511819013KF1L;24/07/2024;7;0.312
ES0031105511811032KD2N;24/07/2024;7;1.075
ES0022105511819019MK3F;24/07/2024;8;0.463
ES0031105511819012LM0G;24/07/2024;8;0.084
ES0031105511819013KF1L;24/07/2024;8;0.463
ES0031105511811032KD2N;24/07/2024;8;0.506
ES0022105511819019MK3F;24/07/2024;9;0.728
ES0031105511819012LM0G;24/07/2024;9;0.083
ES0031105511819013KF1L;24/07/2024;9;0.728
ES0031105511811032KD2N;24/07/2024;9;1.067
ES0022105511819019MK3F;24/07/2024;10;0.507
ES0031105511819012LM0G;24/07/2024;10;0.1
ES0031105511819013KF1L;24/07/2024;10;0.507
ES0031105511811032KD2N;24/07/2024;10;1.387
ES0022105511819019MK3F;24/07/2024;11;0.674
ES0031105511819012LM0G;24/07/2024;11;0.092
ES0031105511819013KF1L;24/07/2024;11;0.674
ES0031105511811032KD2N;24/07/2024;11;1.151
ES0022105511819019MK3F;24/07/2024;12;0.979
ES0031105511819012LM0G;24/07/2024;12;0.081
ES0031105511819013KF1L;24/07/2024;12;0.979
ES0031105511811032KD2N;24/07/2024;12;1.209
ES0022105511819019MK3F;24/07/2024;13;0.534
ES0031105511819012LM0G;24/07/2024;13;0.094
ES0031105511819013KF1L;24/07/2024;13;0.534
ES0031105511811032KD2N;24/07/2024;13;1.213
ES0022105511819019MK3F;24/07/2024;14;0.522
ES0031105511819012LM0G;24/07/2024;14;0.1
ES0031105511819013KF1L;24/07/2024;14;0.522
ES0031105511811032KD2N;24/07/2024;14;0.689
ES0022105511819019MK3F;24/07/2024;15;0.617
ES0031105511819012LM0G;24/07/2024;15;0.08
ES0031105511819013KF1L;24/07/2024;15;0.617
ES0031105511811032KD2N;24/07/2024;15;1.465
ES0022105511819019MK3F;24/07/2024;16;0.107
